Date,WORLD,G7 INDEX,MSCI Emerging Markets Top 100 Select Index,NORTH AMERICA,PACIFIC,PACIFIC ex JAPAN,EAFE,EMU,EU,EURO,EUROPE,FAR EAST,EM ASIA,ASEAN,BRIC,EFM (EMERGING + FRONTIER MARKETS),EM 50,EM ASEAN,EM LATIN AMERICA,EM FAR EAST,EM EUROPE & MIDDLE EAST,EM EUROPE,EM EMEA,EM EASTERN EUROPE,FM (FRONTIER MARKETS),FM AFRICA,FM ASIA INDEX,FM CENTRAL & EASTERN EUROPE + CIS,FM EMEA,FM LATIN AMERICA & CARIBBEAN INDEX,GOLDEN DRAGON,FRONTIER EMERGING MARKETS,B_CASH,R_GOLD,R_COM,B_US_ST,R_SILV,B_US_LT
1991-10-31,1166.66,811.75,,999.78,3154.64,993.21,1752.23,152.67,157.83,,1293.59,4389.75,182.78,,,,,,597.33,182.78,110.89,119.19,,,,,,,,,,,490.3531124,1026.965024,2503.00579,685.6837539,237.4986041,777.3765137
1991-11-29,1116.02,773.60,,960.55,2952.29,983.64,1670.90,152.80,154.23,,1263.71,4103.43,189.64,,,,,,562.96,189.64,123.05,132.94,,,,,,,,,,,492.2655876,1052.391343,2401.884356,691.4208013,236.0469012,777.5312116
1991-12-31,1197.46,831.99,,1062.72,3043.39,1006.98,1757.71,164.09,166.58,,1363.02,4237.31,201.79,,,,,,645.33,201.79,130.86,141.29,,,,,,,,,,,494.1361968,1014.610915,2231.830944,703.616911,224.1429369,826.2163284
1992-01-31,1175.49,813.58,,1047.14,2925.99,1029.98,1720.68,165.29,166.33,,1363.15,4070.77,216.45,,,,,,744.68,216.45,133.32,143.90,,,,,,,,,,,495.8162599,1017.34032,2293.206294,700.3843542,239.879397,799.6815648
1992-02-28,1155.41,796.78,,1057.83,2721.54,1062.58,1659.57,169.07,167.16,,1369.00,3767.96,220.13,,,,,,808.59,220.13,116.65,125.04,,,,,,,,,,,497.2044958,1014.46735,2267.981025,702.0815256,239.1535455,804.7963281
1992-03-31,1101.17,755.82,,1035.85,2463.23,1055.20,1550.47,164.78,160.60,,1321.59,3387.21,219.27,,,,,,856.35,219.27,116.43,124.57,,,,,,,,,,,498.8949414,981.7147648,2293.382413,700.3296918,239.2406477,795.9289212
1992-04-30,1116.72,765.65,,1063.42,2350.84,1105.27,1558.23,167.78,170.68,,1395.04,3213.21,217.54,,,,,,852.61,217.54,113.49,121.57,,,,,,,,,,,500.491505,966.3440567,2362.183885,707.0115374,231.1982133,795.3391379
1992-05-29,1161.34,793.21,,1067.91,2534.74,1180.34,1663.01,176.50,180.01,,1475.00,3478.48,212.71,,,,,,863.62,212.71,106.15,113.55,,,,,,,,,,,501.8928311,969.6479871,2425.726632,715.1832474,235.6113903,816.8086021
1992-06-30,1122.65,763.95,,1052.89,2335.93,1168.52,1584.68,175.45,176.28,,1448.08,3193.57,221.09,,,,,,696.18,221.09,121.44,130.68,,,,,,,,,,,503.4988882,986.5987914,2412.385135,723.9906576,233.7822446,825.9339878
1992-07-31,1125.72,768.43,,1095.62,2303.98,1139.03,1544.63,167.70,169.38,,1396.92,3151.22,219.23,,,,,,716.75,219.23,118.06,126.98,,,,,,,,,,,505.0597348,1028.114178,2378.852982,734.9815598,229.5142379,859.1356256
1992-08-31,1153.31,793.38,,1069.57,2620.14,1074.13,1642.04,167.85,169.21,,1392.98,3636.56,215.84,,,,,,664.89,215.84,116.74,125.32,,,,,,,,,,,506.3729911,976.8305062,2381.231835,743.8380876,215.9553322,865.2003499
1992-09-30,1142.95,786.00,,1075.69,2560.65,1056.78,1610.14,163.80,165.20,,1370.55,3558.18,229.06,,,,,,649.03,229.06,107.92,115.01,,,,,,,,,,,507.6895609,1002.687796,2408.616001,751.9117805,218.6845338,876.9531449
1992-10-30,1112.20,766.58,,1083.48,2470.76,1089.90,1526.17,154.81,153.80,,1275.47,3439.14,247.92,,,,,,690.06,247.92,91.85,96.99,,,,,,,,,,,508.8572468,974.6758071,2355.626449,743.5542811,218.5683975,860.3946033
1992-11-30,1132.30,783.03,,1114.67,2517.87,1068.88,1541.00,153.17,153.81,,1275.37,3504.04,244.10,,,,,,685.01,244.10,90.93,95.41,,,,,,,,,,,510.0275676,960.166978,2325.47443,742.827085,216.7392518,864.6629349
1992-12-31,1141.66,788.73,,1127.94,2489.56,1077.61,1549.43,153.68,157.00,,1305.15,3444.48,239.95,,,,,,731.88,239.95,91.17,95.49,,,,,,,,,,,511.4556958,956.4320244,2330.823021,751.0820481,213.0809604,887.4009761
1993-01-29,1145.69,789.99,,1136.21,2485.44,1085.65,1549.71,157.34,157.91,,1307.86,3445.09,244.84,,,,,,721.31,244.84,98.04,102.54,,,,,,,,,,,512.6319416,949.3931629,2359.02598,761.572336,215.2875489,912.6857808
1993-02-26,1173.04,807.85,,1153.77,2606.48,1169.18,1596.98,164.74,159.98,,1323.32,3606.47,251.56,,,,,,717.87,251.56,110.18,116.25,,,,,,,,,,,513.7597319,941.2050267,2386.390681,771.4995075,207.0999442,941.8945551
1993-03-31,1241.27,856.42,,1177.99,2921.90,1189.08,1736.64,170.56,168.31,,1391.89,4062.19,250.95,,,,,,767.23,250.95,107.12,112.65,,,,,,,,,,,515.0441826,970.5100099,2436.027608,773.1411814,225.8849805,943.7087383
1993-04-30,1299.02,897.67,,1155.81,3387.99,1250.03,1901.93,172.26,171.34,,1423.10,4746.62,278.77,,,,,,729.07,278.77,118.22,125.07,,,,,,,,,,,516.2802886,1017.91496,2409.962112,779.8900854,249.6058068,950.8695058
1993-05-31,1329.17,916.23,,1184.68,3487.10,1297.90,1942.56,171.58,171.60,,1438.91,4895.92,286.42,,,,,,747.30,286.42,124.03,131.00,,,,,,,,,,,517.4161569,1084.425625,2342.965165,776.3430673,273.7040759,954.5027782
1993-06-30,1318.23,910.03,,1187.73,3430.49,1258.51,1912.70,168.61,169.25,,1418.36,4816.67,283.05,,,,,,794.38,283.05,131.12,138.06,,,,,,,,,,,518.7096456,1087.298594,2269.630356,783.0856068,265.6616415,994.2578189
1993-07-30,1345.60,930.17,,1186.10,3633.87,1302.97,1980.10,170.26,169.73,,1423.68,5091.89,292.64,,,,,,816.76,292.64,128.26,135.03,,,,,,,,,,,519.9545487,1154.240306,2250.111535,783.1905403,307.7610274,1008.079892
1993-08-31,1407.50,967.82,,1227.06,3741.91,1401.43,2087.44,188.52,184.99,,1549.07,5238.12,312.73,,,,,,887.00,312.73,149.44,159.51,,,,,,,,,,,521.2544871,1067.474793,2268.562449,791.503403,281.1948632,1048.327481
1993-09-30,1381.72,945.28,,1212.36,3602.52,1428.50,2040.91,187.49,183.57,,1544.74,5039.36,330.63,,,,,,902.53,330.63,157.45,168.16,,,,,,,,,,,522.6096966,1021.362657,2274.233855,794.4659211,234.014517,1051.755407
1993-10-29,1420.02,959.84,,1238.75,3683.05,1659.51,2104.25,194.33,190.27,,1609.56,5126.72,385.52,,,,,,938.30,385.52,155.16,165.67,,,,,,,,,,,523.7594902,1061.872453,2192.58886,795.2452921,255.6448911,1058.228015
1993-11-30,1339.92,901.65,,1229.32,3163.94,1609.98,1920.76,186.79,186.57,,1575.28,4381.39,392.50,,,,,,999.78,392.50,166.56,178.90,,,,,,,,,,,525.0688366,1065.607377,2082.520899,794.432631,259.3902848,1031.992321
1993-12-31,1405.71,932.12,,1246.76,3385.03,1944.27,2059.89,200.44,200.33,,1694.01,4676.44,479.33,,,,,,1126.53,479.33,170.63,183.05,,,,,,,,,,,526.2764424,1125.51007,2043.369506,798.4428474,297.0184255,1036.349392
1994-01-31,1498.66,999.36,,1294.29,3777.40,1890.90,2234.49,207.85,208.38,,1780.74,5220.76,432.57,,,,,,1311.93,432.57,164.25,175.35,,,,,,,,,,,527.5921335,1085.718449,2209.699784,803.8195616,293.6795087,1059.487861
1994-02-28,1479.51,992.15,,1256.36,3875.35,1798.87,2228.76,203.73,201.66,,1718.16,5382.55,432.12,,,,,,1273.95,424.41,144.67,153.24,,,,,,,,,,,528.700077,1096.205078,2161.749299,796.6148465,304.4505639,1017.19745
1994-03-31,1415.97,953.08,,1202.11,3661.99,1607.87,2133.24,204.00,196.05,,1670.03,5092.89,384.83,,,,,,1187.51,376.57,129.45,136.46,,,,,,,,,,,530.12762,1118.183771,2136.024482,789.7257213,333.0206588,978.311924
1994-04-29,1459.99,982.04,,1217.51,3820.90,1682.52,2224.22,215.46,205.26,,1739.70,5314.67,399.32,,,,,,1096.88,397.60,121.96,128.56,,,,,,,,,,,531.5589646,1081.552629,2191.988324,785.928799,306.599665,965.7180168
1994-05-31,1464.00,984.64,,1237.60,3912.35,1738.09,2211.93,205.55,195.12,,1666.27,5434.23,407.75,,,,,,1161.68,408.54,115.63,121.65,,,,,,,,,,,533.2067443,1113.587029,2224.64895,786.9387961,319.0843104,961.1811701
1994-06-30,1460.19,985.61,,1200.34,4040.91,1661.09,2243.68,200.97,192.86,,1649.31,5638.72,406.76,,,,,,1087.27,401.62,121.07,127.65,,,,,,,,,,,534.8596852,1115.454403,2279.375314,788.6606182,304.9156896,953.3907006
1994-07-29,1488.21,1000.54,,1241.93,3954.79,1748.62,2265.76,214.27,204.58,,1736.30,5497.64,421.55,,,,,,1190.32,417.65,128.16,135.51,,,,,,,,,,,536.3573458,1103.243969,2318.580569,796.1211899,307.3255165,981.4023681
1994-08-31,1533.29,1028.89,,1292.27,4024.10,1866.12,2319.90,218.40,211.10,,1791.92,5583.28,463.07,,,,,,1383.93,462.40,133.78,142.20,,,,,,,,,,,538.3418143,1108.271783,2162.308239,798.09565,311.0999442,974.8426747
1994-09-30,1493.27,1000.86,,1268.45,3923.96,1817.13,2247.34,208.55,201.62,,1721.42,5451.91,455.43,,,,,,1443.30,458.18,136.45,145.25,,,,,,,,,,,540.3337867,1134.416358,2141.982541,795.2520352,326.3428252,945.5974919
1994-10-31,1536.02,1029.14,,1295.13,4023.81,1846.42,2322.70,216.40,210.71,,1797.00,5588.36,460.35,,,,,,1371.99,465.96,133.63,142.11,,,,,,,,,,,542.387001,1102.812993,2151.621463,797.3722567,310.3740927,942.2309757
1994-11-30,1469.67,986.55,,1249.56,3799.87,1698.46,2211.58,208.04,202.35,,1728.72,5271.51,424.24,,,,,,1332.86,424.22,137.29,146.16,,,,,,,,,,,544.3937787,1100.658207,2081.263441,793.0232289,294.6957007,948.0888257
1994-12-30,1484.18,997.68,,1268.36,3826.04,1672.27,2225.95,209.11,203.02,,1739.11,5305.52,410.39,,100.00,,,100.00,1133.74,412.36,134.73,142.81,,100.00,,,,,,,,,546.7891658,1101.089224,2151.818272,794.6307663,281.6303741,963.4118373
1995-01-31,1462.17,986.65,,1297.88,3585.02,1527.97,2140.96,208.25,201.36,,1726.08,4966.78,369.62,,91.20,,,89.16,1009.93,368.35,123.51,129.49,,84.25,,,,,,,,,549.0856256,1077.099353,2098.453178,807.0165966,272.774986,988.6417628
1995-02-28,1483.77,994.10,,1350.47,3496.83,1670.70,2135.37,214.24,205.31,,1765.80,4828.22,391.42,,80.88,,,97.82,863.63,399.58,129.85,136.53,,85.74,,,,,,,,,551.2819681,1081.408827,2115.450649,819.9419358,260.7258515,1015.655312
1995-03-31,1555.59,1046.54,,1388.15,3765.96,1688.33,2269.15,220.83,214.61,,1848.42,5224.20,384.22,,73.89,,,95.81,833.84,394.68,148.64,157.29,,76.79,,,,,,,,,553.81781,1126.228141,2144.220778,824.3531414,299.6314908,1023.011601
1995-04-28,1610.11,1083.38,,1431.00,3926.80,1710.71,2355.10,230.28,221.75,,1908.22,5437.68,378.55,,79.14,,,95.06,954.18,392.02,162.13,174.74,,81.95,,,,,,,,,556.2546084,1119.763816,2209.833934,832.7780306,338.4500279,1039.939477
1995-05-31,1624.19,1086.28,,1487.44,3770.41,1826.85,2327.63,233.42,225.77,,1947.97,5215.30,419.31,,81.58,,,108.21,975.86,440.69,164.75,175.80,,80.37,,,,,,,,,559.2583833,1104.105823,2191.271329,849.6242973,307.4706868,1118.163724
1995-06-30,1624.01,1084.34,,1523.78,3611.30,1792.32,2287.43,235.50,227.33,,1967.03,4985.44,416.52,,81.23,,,107.67,991.07,439.00,167.10,176.27,,79.25,,,,,,,,,561.8869536,1112.006694,2152.266699,854.7550935,309.3579006,1130.77102
1995-07-31,1705.58,1140.10,,1574.54,3872.33,1866.34,2430.46,249.04,240.44,,2070.28,5341.10,424.05,,84.17,,,108.75,1021.70,444.47,172.01,183.58,,81.10,,,,,,,,,564.4153887,1101.376466,2208.44086,856.7057301,296.0312674,1114.966347
1995-08-31,1667.89,1117.49,,1575.08,3727.09,1816.98,2338.34,236.24,230.78,,1990.92,5123.96,403.01,,84.62,,,102.90,1033.40,420.90,161.65,162.72,,80.95,,,,,,,,,567.0680846,1098.503415,2255.259806,862.0155922,309.06756,1137.875449
1995-09-29,1716.80,1147.29,,1641.91,3762.24,1840.34,2384.61,238.56,236.25,,2051.78,5176.27,397.60,,85.99,,,100.96,1024.59,417.29,162.63,162.79,,86.22,,,,,,,,,569.5065908,1103.243897,2264.731897,867.2177701,320.9715243,1158.493866
1995-10-31,1690.09,1128.33,,1640.84,3579.92,1808.00,2321.12,235.25,233.81,,2042.81,4914.16,384.59,,79.58,,,97.19,942.16,403.93,160.18,164.47,,83.66,,,,,,,,,572.1831578,1099.365333,2287.60569,875.1502978,311.2451145,1192.84541
1995-11-30,1749.09,1171.19,,1712.80,3756.55,1824.08,2386.31,236.43,235.26,,2058.04,5168.34,366.26,,75.35,,,95.00,959.09,392.16,149.66,147.51,,78.04,,,,,,,,,574.5863843,1114.161471,2349.371043,883.7993207,300.7928532,1220.39656
1995-12-29,1800.55,1205.36,,1738.58,3940.51,1895.84,2483.07,245.74,242.61,,2123.98,5431.25,386.89,,75.82,,,101.54,988.24,414.96,153.65,149.55,,79.62,,,,,,,,,577.4018576,1111.863179,2589.711701,890.8511554,298.5862647,1253.328961
1996-01-31,1833.45,1228.65,,1802.44,3947.80,2021.86,2493.85,253.58,246.68,,2138.56,5432.31,403.69,,81.87,,,108.89,1089.56,441.65,164.09,167.13,,89.46,,,,,,,,,579.8847433,1165.157894,2585.568162,898.7325156,320.5360134,1252.667204
1996-02-29,1844.95,1231.09,,1819.82,3903.87,2052.60,2502.91,256.90,250.44,,2178.25,5357.40,414.53,,84.04,,,109.17,1026.82,442.08,172.29,176.65,,93.64,,,,,,,,,582.1462938,1151.07999,2689.249446,892.4692487,320.6811837,1190.944533
1996-03-29,1875.99,1249.40,,1839.54,4024.21,2079.36,2556.69,258.61,251.01,,2205.06,5534.11,422.22,,83.83,,,111.67,1039.69,451.91,169.15,178.81,,97.96,,,,,,,,,584.4166644,1138.725909,2864.050659,890.7174208,320.3908431,1167.418495
1996-04-30,1920.44,1283.10,,1869.67,4229.76,2136.71,2631.65,261.83,254.34,,2221.76,5819.55,448.87,,90.03,,,116.96,1097.26,475.94,168.85,173.85,,102.83,,,,,,,,,587.104981,1124.217175,3029.306383,888.7204324,306.4544947,1146.645567
1996-05-31,1922.45,1283.91,,1918.94,4046.83,2115.32,2583.85,265.10,257.86,,2239.67,5556.64,439.54,,94.60,,,115.72,1132.55,466.40,166.75,174.16,,106.50,,,,,,,,,589.5708219,1122.062387,3005.374862,889.5122823,309.7934115,1141.393931
1996-06-28,1932.51,1290.25,,1927.34,4048.28,2075.99,2599.03,268.66,259.59,,2265.09,5567.72,434.28,,101.78,,,114.12,1161.61,456.42,172.20,185.16,,110.23,,,,,,,,,591.9290463,1097.497973,3121.983407,897.2492601,291.8503629,1165.763832
1996-07-31,1864.57,1243.96,,1844.28,3862.88,1971.91,2523.72,263.11,256.87,,2237.50,5308.60,396.43,,95.54,,,103.79,1115.83,416.86,163.07,178.45,,110.08,,,,,,,,,594.5927862,1106.978929,2974.313592,899.861063,296.8732552,1165.175005
1996-08-30,1886.35,1251.96,,1888.11,3761.80,2060.69,2529.90,265.42,264.16,,2304.69,5138.78,406.59,,97.82,,,108.28,1147.24,432.02,169.40,184.39,,120.24,,,,,,,,,597.0306166,1110.282818,3070.086489,902.4770491,301.6638749,1150.102301
1996-09-30,1960.56,1307.39,,1992.67,3885.18,2113.89,2597.74,273.50,271.28,,2353.96,5319.31,406.79,,95.38,,,109.98,1173.47,436.84,169.18,182.68,,115.24,,,,,,,100.00,,599.6575513,1088.878786,3179.07456,911.2508407,283.4304858,1182.185555
1996-10-31,1974.60,1313.02,,2049.54,3705.43,2171.93,2571.81,276.47,278.47,,2409.39,5039.08,391.00,,97.01,,,105.55,1162.02,418.72,165.79,179.68,,106.04,,,,,,,102.05,,602.1760531,1090.315344,3171.126873,922.9230527,280.1786711,1228.054354
1996-11-29,2085.61,1388.96,,2204.58,3806.66,2288.40,2674.78,291.75,293.86,,2532.27,5172.32,401.69,,95.18,,,110.51,1173.11,436.37,169.95,182.32,,108.49,,,,,,,109.83,,604.6450351,1066.756355,3434.964629,930.920181,275.3880514,1267.821211
1996-12-31,2052.56,1359.54,,2161.33,3609.40,2293.39,2641.01,296.75,300.89,100.00,2582.10,4883.87,398.23,,100.40,,,109.64,1207.74,430.06,176.09,187.98,100.00,114.94,,,,,,,110.19,,607.4264627,1060.866687,3467.94029,929.9827443,278.5817979,1237.583675
1997-01-31,2077.65,1378.12,100.00,2307.48,3306.27,2266.42,2549.19,301.40,301.10,101.59,2589.84,4453.61,413.02,,113.92,,,112.01,1326.62,442.25,208.93,226.52,110.32,126.38,,,,,,,109.70,,610.1598818,992.6322718,3416.961567,933.6774728,287.8726968,1229.482452
1997-02-28,2101.90,1394.45,104.88,2322.35,3375.68,2299.13,2591.50,303.03,305.44,102.14,2624.81,4547.93,421.76,,125.62,,,113.09,1414.39,448.63,213.79,231.38,116.89,129.50,,,,,,,111.48,,612.5395053,1030.269016,3181.532915,935.5159771,305.0027917,1228.158176
1997-03-31,2060.69,1359.84,102.47,2218.17,3252.56,2192.97,2601.53,315.39,314.50,106.44,2710.37,4368.74,403.52,,120.94,,,107.50,1392.82,431.62,209.21,228.15,116.45,120.78,,,,,,,105.99,,615.173364,1000.245741,3235.300822,933.6776882,297.8894472,1199.978087
1997-04-30,2128.40,1415.89,102.73,2359.63,3320.71,2148.57,2615.96,309.99,312.19,104.79,2697.66,4458.18,393.59,,132.15,,,97.33,1462.48,412.47,202.82,218.00,115.10,113.65,,,,,,,109.44,,617.8186094,977.261594,3310.036271,941.8912508,270.7426019,1228.171692
1997-05-30,2260.16,1502.59,105.67,2497.11,3646.13,2282.74,2786.84,319.39,324.61,107.94,2813.65,4925.44,395.12,,139.03,,,98.65,1566.13,415.20,216.15,230.83,116.93,107.12,,,,,,,117.35,,620.8459206,992.9195725,3333.868532,948.8762221,282.0368509,1240.212687
1997-06-30,2373.25,1576.81,112.87,2607.75,3872.48,2333.20,2941.16,340.49,339.55,115.39,2955.20,5241.59,409.54,,156.23,,,96.54,1700.39,423.02,223.04,239.03,121.35,110.91,,,,,,,126.02,,623.1430505,961.1726571,3153.506244,955.2613051,273.7911781,1262.295791
1997-07-31,2482.91,1656.82,115.13,2812.59,3780.45,2327.53,2989.35,359.10,356.81,122.15,3094.43,5110.45,402.82,,163.94,,,89.44,1795.94,411.54,227.09,239.26,122.94,112.76,,,,,,,134.84,,625.8225656,937.6137386,3282.8,966.5477175,254.4835288,1329.648233
1997-08-29,2317.18,1554.74,97.45,2647.10,3406.00,2005.11,2766.70,331.64,337.92,112.42,2918.38,4591.05,323.99,,144.20,,,59.84,1623.83,324.40,220.14,233.87,118.40,118.95,,,,,,,121.22,,628.3884382,934.7407026,3365.85484,966.6897033,274.3718593,1295.412451
1997-09-30,2443.43,1631.54,99.89,2786.66,3393.43,2073.99,2922.31,364.91,370.79,123.99,3202.16,4554.03,307.68,,154.86,,,58.76,1779.52,302.96,246.58,266.95,124.55,124.00,,,,,,,121.35,,631.153473,954.1337679,3451.010968,974.1970156,300.0670017,1329.537501
1997-10-31,2315.20,1557.97,80.08,2708.38,2981.90,1634.56,2698.33,342.38,350.43,116.11,3045.50,4004.86,249.76,,127.55,,,46.39,1441.49,235.05,231.14,251.73,114.07,112.07,,,,,,,89.03,,633.8042544,894.6619423,3545.913769,981.8932694,279.5979899,1369.26674
1997-11-28,2356.54,1589.95,79.22,2829.36,2818.24,1583.40,2671.45,349.28,355.45,118.72,3093.09,3773.47,219.47,,120.27,,,37.93,1490.78,205.22,229.58,248.38,111.28,103.12,,,,,,,88.14,,636.276091,852.7156276,3196.286672,983.6900359,307.6158571,1386.67149
1997-12-31,2385.63,1606.90,84.60,2873.11,2694.88,1588.06,2695.36,362.14,367.72,123.42,3206.91,3584.63,206.27,,131.83,,,33.28,1589.83,188.22,256.72,284.20,117.93,121.90,,,,,,,89.45,,639.3302163,833.7536197,2980.217693,990.5051388,348.1183696,1409.645724
1998-01-30,2452.49,1656.78,76.60,2906.51,2841.45,1490.43,2819.26,377.60,383.37,128.52,3341.20,3777.87,199.06,,114.08,,,30.97,1413.24,185.81,218.80,238.60,109.08,94.06,,,,,,,79.19,,642.0792723,875.8435034,2932.236188,1001.118302,351.1669458,1436.60675
1998-02-27,2618.78,1757.06,85.63,3112.92,2943.88,1720.29,3000.81,408.36,412.62,139.03,3603.26,3920.71,241.84,,125.78,,,42.24,1487.48,232.52,233.18,255.56,115.48,109.34,,,,,,,95.42,,644.5833814,854.4393771,2738.708599,1000.445551,369.893914,1425.768988
1998-03-31,2729.76,1832.32,89.25,3278.24,2782.10,1700.51,3093.89,446.43,445.24,151.85,3860.77,3683.53,239.62,,135.67,,,41.81,1592.94,226.25,250.01,274.29,123.62,115.58,,,,,,,92.40,,647.0973211,864.7823658,2724.467315,1004.155203,368.4422111,1427.78916
1998-04-30,2756.85,1850.78,87.09,3316.17,2727.45,1582.18,3119.08,461.67,455.96,157.01,3936.59,3608.43,220.44,,132.24,,,36.18,1556.44,201.69,271.03,302.00,134.20,114.79,,,,,,,82.98,,649.8798396,892.6506693,2650.089357,1009.603749,360.8933557,1433.570279
1998-05-29,2722.70,1823.57,73.52,3251.39,2542.66,1405.19,3104.65,484.61,464.52,165.10,4017.29,3359.95,186.38,,107.75,,,29.17,1355.13,169.48,234.02,249.38,116.84,82.19,,,,,,,72.82,,652.4792939,843.5218545,2525.005139,1015.234309,287.8146287,1459.863391
1998-06-30,2787.71,1878.34,65.23,3379.03,2538.11,1321.05,3128.85,491.35,470.16,168.14,4062.23,3356.44,160.15,,98.61,,,22.67,1275.04,145.20,222.67,235.27,101.75,75.34,,,,,,,68.51,,655.154459,851.2790501,2435.367457,1020.741955,311.0999442,1494.1804
1998-07-31,2783.64,1865.48,66.78,3337.25,2494.31,1276.27,3161.26,507.94,477.17,174.27,4143.42,3291.58,159.50,,104.06,,,21.73,1338.13,144.92,239.92,259.01,105.87,79.99,,,,,,,64.58,,657.7751424,829.8749153,2243.947575,1024.410502,320.826354,1486.497324
1998-08-31,2412.84,1622.70,43.62,2862.73,2199.85,1104.16,2770.31,434.93,419.35,148.83,3623.20,2911.03,131.04,,69.58,,,15.94,873.96,114.35,165.58,167.23,73.25,43.72,,,,,,,57.60,,660.6035755,785.4866489,2111.554668,1041.093129,277.8559464,1558.28474
1998-09-30,2455.93,1666.53,48.01,3047.14,2193.07,1205.49,2686.10,418.58,405.30,143.32,3479.33,2881.59,137.24,,71.56,,,16.27,963.44,119.46,157.01,157.50,75.71,39.31,,,,,,,65.81,,663.642418,844.2401076,2327.355555,1059.742231,312.6968174,1609.483743
1998-10-30,2678.37,1808.14,53.14,3286.09,2573.32,1438.81,2966.86,451.65,434.27,154.69,3758.85,3411.16,155.45,,72.84,,,20.88,1037.94,145.68,164.32,169.61,83.98,47.72,,,,,,,83.03,,665.7660074,839.7868255,2218.202579,1062.358734,293.5343384,1582.206212
1998-11-30,2838.07,1919.67,55.96,3505.99,2691.96,1506.27,3119.59,478.86,458.38,164.60,3959.83,3561.77,174.00,,81.37,,,25.96,1118.09,168.10,183.16,191.06,87.80,52.86,,,,,,,84.53,,667.8299486,846.6822311,1948.247325,1060.715371,285.985483,1596.206997
1998-12-31,2977.15,2015.73,53.58,3707.39,2767.45,1489.33,3243.42,506.16,479.63,174.09,4133.95,3676.31,183.57,,73.27,,,24.83,1031.69,176.49,189.96,198.62,86.67,52.30,,,,,,,80.65,,670.3677024,826.8582674,1914.737471,1063.40524,290.6309324,1593.637104
1999-01-29,3042.76,2072.68,52.89,3872.81,2787.87,1500.12,3234.57,503.12,477.97,174.08,4108.30,3679.59,187.69,,64.48,,,24.80,909.53,176.00,201.81,212.61,92.14,53.85,,,,,,,75.93,,672.7139893,819.9630136,1923.162316,1067.815287,304.13177,1609.292995
1999-02-26,2962.24,2017.33,53.88,3760.74,2733.89,1485.05,3158.23,479.10,466.63,165.57,4005.02,3609.90,180.42,,66.93,,,23.58,967.57,168.72,206.88,217.99,93.25,50.39,,,,,,,77.46,,675.0685556,824.7034657,1834.504534,1058.383168,324.0201005,1532.760009
1999-03-31,3086.01,2111.14,61.02,3917.23,3078.96,1602.96,3290.83,480.51,472.55,166.31,4049.74,4105.96,203.90,,84.48,,,24.71,1164.27,188.52,217.20,226.25,98.74,55.94,,,,,,,86.83,,677.9712829,802.8684518,2144.352349,1065.731523,291.7922948,1527.494978
1999-04-30,3208.09,2191.23,67.16,4068.12,3285.29,1868.31,3424.92,493.78,488.52,170.82,4171.41,4362.29,231.14,,86.67,,,33.59,1331.98,229.97,232.26,245.70,107.35,62.25,,,,,,,102.77,,680.4797766,823.4106441,2232.914101,1069.069394,315.8905639,1530.415548
1999-05-31,3091.30,2116.28,65.68,3972.96,3090.01,1736.24,3249.30,471.75,465.88,162.82,3972.06,4117.49,237.85,,91.26,,,34.11,1290.35,227.99,238.83,252.57,104.99,66.29,,,,,,,95.75,,682.7934759,771.6960915,2110.996991,1065.841873,286.5661642,1505.422179
1999-06-30,3235.91,2220.72,75.51,4185.00,3374.80,1880.00,3376.73,484.75,475.54,167.68,4040.10,4517.50,285.28,,97.39,,,40.00,1351.81,283.80,243.83,257.01,112.27,71.59,,,,,,,109.54,,685.5246498,749.8610278,2246.734098,1067.051604,302.9704076,1488.831072
1999-07-30,3226.65,2207.34,72.40,4055.66,3632.24,1863.16,3477.87,483.39,478.84,167.05,4078.65,4899.37,278.43,,96.43,,,35.08,1247.78,268.33,257.24,275.96,114.51,74.68,,,,,,,102.42,,688.1295749,734.3467031,2327.391852,1068.484761,316.3260748,1480.204636
1999-08-31,3221.38,2202.58,74.28,4028.66,3595.83,1821.01,3491.35,493.99,485.13,170.93,4121.12,4872.83,290.19,,97.27,,,32.27,1210.18,276.65,257.28,280.96,114.04,69.32,,,,,,,107.18,,690.8132802,732.0482713,2491.240238,1069.944311,294.840871,1472.972504
1999-09-30,3190.58,2182.14,71.45,3917.83,3762.22,1788.04,3527.27,491.71,481.62,170.22,4090.39,5118.94,263.38,,97.70,,,27.58,1229.95,244.30,260.12,283.28,115.42,59.95,,,,,,,101.91,,693.5075211,859.0363189,2623.275971,1078.922107,323.7297599,1486.316162
1999-10-29,3356.86,2301.08,72.82,4174.51,3908.35,1821.58,3660.16,512.27,500.06,178.29,4241.93,5343.66,268.42,,96.67,,,32.09,1257.68,255.42,263.00,283.11,118.09,63.83,,,,,,,106.32,,696.2121311,859.3235807,2487.914931,1081.697094,307.1803462,1488.10851
1999-11-30,3451.73,2359.27,81.42,4267.16,4102.84,1973.42,3788.08,531.04,515.42,186.21,4357.32,5608.53,291.19,,108.38,,,31.22,1416.31,278.68,282.00,300.41,125.61,67.62,,,,,,,115.38,,698.7184948,837.0574755,2588.675486,1083.445117,300.7928532,1479.319742
